flight_number,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),DepDel15,dest_airport_label,month,day,act_dep_time_hr,act_dep_time_min,sch_dep_time_hr,sch_dep_time_min,wo_time_hr,wo_time_min
1662,137,134,-4,27,0,101,1,14,19,9,19,13,19,36
1691,141,136,-5,32,0,43,1,14,18,3,18,8,18,35
1718,74,76,-8,22,0,8,1,14,6,56,7,4,7,18
1828,118,106,-3,14,0,45,1,14,5,18,5,21,5,32
1907,122,122,-5,15,0,45,1,14,7,22,7,27,7,37
1991,131,120,-5,11,0,45,1,14,17,58,18,3,18,9
1994,76,76,-8,28,0,8,1,14,5,31,5,39,5,59
2091,124,142,-4,23,0,34,1,14,18,7,18,11,18,30
2328,317,320,-5,18,0,29,1,14,6,35,6,40,6,53
2344,119,121,-4,20,0,34,1,14,7,26,7,30,7,46
2562,141,126,-3,19,0,43,1,14,10,52,10,55,11,11
2619,153,155,-2,14,0,14,1,14,9,30,9,32,9,44
2717,122,111,-7,19,0,34,1,14,9,11,9,18,9,30
2719,114,0,0,0,0,12,1,14,0,0,6,5,0,0
2737,303,324,-4,28,0,29,1,14,11,3,11,7,11,31
2770,151,147,-5,21,0,14,1,14,5,59,6,4,6,20
2778,149,140,15,15,1,14,1,14,13,1,12,46,13,16
2828,117,103,-1,14,0,34,1,14,11,47,11,48,12,1
242,153,151,8,15,0,14,1,15,18,34,18,26,18,49
401,129,113,1,12,0,45,1,15,15,24,15,23,15,36
426,82,63,-6,11,0,8,1,15,10,53,10,59,11,4
444,151,157,-1,17,0,14,1,15,16,23,16,24,16,40
476,257,270,-10,17,0,100,1,15,11,18,11,28,11,35
649,152,162,-3,23,0,14,1,15,19,50,19,53,20,13
681,77,71,-9,19,0,8,1,15,12,17,12,26,12,36
799,77,83,-8,20,0,8,1,15,8,45,8,53,9,5
841,137,134,-5,12,0,101,1,15,6,53,6,58,7,5
1151,114,107,-7,16,0,34,1,15,5,49,5,56,6,5
1177,120,122,-6,30,0,34,1,15,6,39,6,45,7,9
1309,151,142,-6,16,0,14,1,15,14,12,14,18,14,28
1409,311,317,-3,20,0,29,1,15,18,1,18,4,18,21
1567,153,147,-1,17,0,14,1,15,7,58,7,59,8,15
1574,139,129,-1,14,0,43,1,15,7,20,7,21,7,34
1618,119,113,-7,25,0,34,1,15,20,9,20,16,20,34
1662,137,134,-2,14,0,101,1,15,19,11,19,13,19,25
1691,141,133,-7,25,0,43,1,15,18,1,18,8,18,26
1718,74,66,-6,13,0,8,1,15,6,58,7,4,7,11
1828,118,103,24,10,1,45,1,15,5,45,5,21,5,55
1907,122,115,-8,13,0,45,1,15,7,19,7,27,7,32
1991,131,115,17,13,1,45,1,15,18,20,18,3,18,33
1994,76,78,-9,27,0,8,1,15,5,30,5,39,5,57
2091,124,122,-11,32,0,34,1,15,18,0,18,11,18,32
2344,119,113,-8,18,0,34,1,15,7,22,7,30,7,40
2562,141,124,-2,18,0,43,1,15,10,53,10,55,11,11
2619,153,145,0,15,0,14,1,15,9,32,9,32,9,47
2717,122,110,-2,15,0,34,1,15,9,16,9,18,9,31
2719,114,95,-6,14,0,12,1,15,5,59,6,5,6,13
2737,303,299,9,17,0,29,1,15,11,16,11,7,11,33
2770,151,143,-5,19,0,14,1,15,5,59,6,4,6,18
242,153,152,-1,12,0,14,1,16,18,25,18,26,18,37
401,129,127,-3,23,0,45,1,16,15,20,15,23,15,43
426,82,68,-4,14,0,8,1,16,10,55,10,59,11,9
440,260,257,-7,14,0,100,1,16,17,33,17,40,17,47
444,151,184,-4,42,0,14,1,16,16,20,16,24,17,2
476,257,255,-2,16,0,100,1,16,11,26,11,28,11,42
649,152,155,4,18,0,14,1,16,19,57,19,53,20,15
681,77,65,-4,15,0,8,1,16,12,22,12,26,12,37
799,77,122,-11,67,0,8,1,16,8,42,8,53,9,49
841,137,150,-2,38,0,101,1,16,6,56,6,58,7,34
1151,114,119,-3,18,0,34,1,16,5,53,5,56,6,11
1177,120,122,-9,28,0,34,1,16,6,36,6,45,7,4
1309,151,149,-4,16,0,14,1,16,14,14,14,18,14,30
1409,311,305,-4,19,0,29,1,16,18,0,18,4,18,19
1567,153,141,-8,18,0,14,1,16,7,51,7,59,8,9
1574,139,128,0,13,0,43,1,16,7,21,7,21,7,34
1618,119,107,-9,21,0,34,1,16,20,7,20,16,20,28
1662,137,125,-8,13,0,101,1,16,19,5,19,13,19,18
1691,141,158,-6,36,0,43,1,16,18,2,18,8,18,38
1718,74,92,-8,19,0,8,1,16,6,56,7,4,7,15
1828,118,112,-7,13,0,45,1,16,5,14,5,21,5,27
1907,122,136,-7,31,0,45,1,16,7,20,7,27,7,51
1991,131,120,-8,15,0,45,1,16,17,55,18,3,18,10
1994,76,75,-7,29,0,8,1,16,5,32,5,39,6,1
2091,124,134,-3,24,0,34,1,16,18,8,18,11,18,32
2344,119,125,-2,25,0,34,1,16,7,28,7,30,7,53
2562,141,145,-7,30,0,43,1,16,10,48,10,55,11,18
2619,153,161,-1,29,0,14,1,16,9,31,9,32,10,0
2719,114,113,-7,31,0,12,1,16,5,58,6,5,6,29
2737,303,312,0,17,0,29,1,16,11,7,11,7,11,24
2770,151,160,-5,23,0,14,1,16,5,59,6,4,6,22
2828,117,106,6,16,0,34,1,16,11,54,11,48,12,10
242,153,154,3,26,0,14,1,17,18,29,18,26,18,55
401,129,140,-8,30,0,45,1,17,15,15,15,23,15,45
426,82,67,-6,18,0,8,1,17,10,53,10,59,11,11
440,260,271,7,23,0,100,1,17,17,47,17,40,18,10
444,151,161,13,37,0,14,1,17,16,37,16,24,17,14
476,257,260,-4,20,0,100,1,17,11,24,11,28,11,44
649,152,147,-3,28,0,14,1,17,19,50,19,53,20,18
681,77,67,-1,17,0,8,1,17,12,25,12,26,12,42
799,77,90,-7,27,0,8,1,17,8,46,8,53,9,13
841,137,116,-3,11,0,101,1,17,6,55,6,58,7,6
1151,114,112,-1,17,0,34,1,17,5,55,5,56,6,12
1177,120,99,-4,13,0,34,1,17,6,41,6,45,6,54
1309,151,148,-2,21,0,14,1,17,14,16,14,18,14,37
1409,311,336,4,62,0,29,1,17,18,8,18,4,19,10
1567,153,160,-6,20,0,14,1,17,7,53,7,59,8,13
1574,139,127,-4,13,0,43,1,17,7,17,7,21,7,30
1618,119,135,-4,43,0,34,1,17,20,12,20,16,20,55
1662,137,181,0,72,0,101,1,17,19,13,19,13,20,25
1691,141,148,-1,40,0,43,1,17,18,7,18,8,18,47
1718,74,79,-6,19,0,8,1,17,6,58,7,4,7,17
1828,118,122,-2,22,0,45,1,17,5,19,5,21,5,41
1907,122,118,-4,15,0,45,1,17,7,23,7,27,7,38
1991,131,120,19,27,1,45,1,17,18,22,18,3,18,49
1994,76,66,-6,17,0,8,1,17,5,33,5,39,5,50
2091,124,135,2,45,0,34,1,17,18,13,18,11,18,58
2328,317,298,-4,14,0,29,1,17,6,36,6,40,6,50
2344,119,119,24,26,1,34,1,17,7,54,7,30,8,20
2562,141,150,2,28,0,43,1,17,10,57,10,55,11,25
2619,153,152,0,17,0,14,1,17,9,32,9,32,9,49
2717,122,118,-5,26,0,34,1,17,9,13,9,18,9,39
2719,114,95,-6,14,0,12,1,17,5,59,6,5,6,13
2737,303,311,9,29,0,29,1,17,11,16,11,7,11,45
2770,151,150,-3,21,0,14,1,17,6,1,6,4,6,22
2778,149,137,4,15,0,14,1,17,12,50,12,46,13,5
2828,117,107,14,15,0,34,1,17,12,2,11,48,12,17
242,153,152,0,14,0,14,1,18,18,26,18,26,18,40
401,129,109,-1,12,0,45,1,18,15,22,15,23,15,34
426,82,82,25,35,1,8,1,18,11,24,10,59,11,59
440,260,278,0,33,0,100,1,18,17,40,17,40,18,13
444,151,160,-6,18,0,14,1,18,16,18,16,24,16,36
476,257,268,1,19,0,100,1,18,11,29,11,28,11,48
649,152,177,-4,25,0,14,1,18,19,49,19,53,20,14
681,77,64,-3,16,0,8,1,18,12,23,12,26,12,39
799,77,96,-6,47,0,8,1,18,8,47,8,53,9,34
841,137,123,-3,12,0,101,1,18,6,55,6,58,7,7
1151,114,108,0,18,0,34,1,18,5,56,5,56,6,14
1177,120,126,-2,28,0,34,1,18,6,43,6,45,7,11
1309,151,153,-4,12,0,14,1,18,14,14,14,18,14,26
1409,311,293,0,23,0,29,1,18,18,4,18,4,18,27
1567,153,159,-4,26,0,14,1,18,7,55,7,59,8,21
1574,139,125,-3,15,0,43,1,18,7,18,7,21,7,33
1618,119,106,-5,16,0,34,1,18,20,11,20,16,20,27
1662,137,142,79,15,1,101,1,18,20,32,19,13,20,47
1691,141,145,-5,23,0,43,1,18,18,3,18,8,18,26
1718,74,90,-7,34,0,8,1,18,6,57,7,4,7,31
1828,118,112,-6,15,0,45,1,18,5,15,5,21,5,30
1907,122,120,-5,20,0,45,1,18,7,22,7,27,7,42
1991,131,121,13,18,0,45,1,18,18,16,18,3,18,34
1994,76,68,-5,18,0,8,1,18,5,34,5,39,5,52
2091,124,111,-4,22,0,34,1,18,18,7,18,11,18,29
2328,317,319,-4,17,0,29,1,18,6,36,6,40,6,53
2344,119,126,0,28,0,34,1,18,7,30,7,30,7,58
2562,141,135,-2,22,0,43,1,18,10,53,10,55,11,15
2619,153,185,-4,37,0,14,1,18,9,28,9,32,10,5
2717,122,135,-9,49,0,34,1,18,9,9,9,18,9,58
2719,114,116,-8,24,0,12,1,18,5,57,6,5,6,21
2737,303,292,-2,22,0,29,1,18,11,5,11,7,11,27
2770,151,154,-5,19,0,14,1,18,5,59,6,4,6,18
2778,149,151,16,16,1,14,1,18,13,2,12,46,13,18
2828,117,117,6,26,0,34,1,18,11,54,11,48,12,20
242,153,131,-10,10,0,14,1,19,18,16,18,26,18,26
444,151,134,-8,10,0,14,1,19,16,16,16,24,16,26
476,257,272,-7,22,0,100,1,19,11,21,11,28,11,43
610,119,116,0,15,0,34,1,19,20,16,20,16,20,31
681,77,76,-7,25,0,8,1,19,12,19,12,26,12,44
799,77,68,-7,22,0,8,1,19,8,52,8,59,9,14
833,138,119,-8,13,0,101,1,19,8,42,8,50,8,55
1151,114,121,6,32,0,34,1,19,6,2,5,56,6,34
1177,120,117,-4,22,0,34,1,19,6,41,6,45,7,3
1309,151,147,-4,9,0,14,1,19,14,14,14,18,14,23
1409,311,306,-1,14,0,29,1,19,18,3,18,4,18,17
1567,153,157,-5,12,0,14,1,19,7,54,7,59,8,6
1574,139,155,48,37,1,43,1,19,8,9,7,21,8,46
1691,141,143,171,30,1,43,1,19,20,59,18,8,21,29
1718,74,79,-8,32,0,8,1,19,6,56,7,4,7,28
1787,131,106,-4,14,0,45,1,19,17,59,18,3,18,13
1828,118,108,-2,18,0,45,1,19,5,19,5,21,5,37
1907,122,112,-7,19,0,45,1,19,7,20,7,27,7,39
1980,124,109,11,19,0,45,1,19,9,56,9,45,10,15
2091,124,113,212,16,1,34,1,19,21,43,18,11,21,59
2196,79,80,0,18,0,8,1,19,18,11,18,11,18,29
2344,119,111,-6,20,0,34,1,19,7,24,7,30,7,44
2619,153,175,-8,12,0,14,1,19,9,24,9,32,9,36
2630,112,93,-6,19,0,12,1,19,5,51,5,57,6,10
2737,303,284,6,19,0,29,1,19,11,13,11,7,11,32
2770,151,172,-5,29,0,14,1,19,5,59,6,4,6,28
242,153,163,-6,20,0,14,1,20,18,20,18,26,18,40
444,151,150,-4,16,0,14,1,20,16,20,16,24,16,36
476,257,261,-4,26,0,100,1,20,11,24,11,28,11,50
649,152,155,-7,20,0,14,1,20,19,46,19,53,20,6
681,77,70,19,19,1,8,1,20,12,45,12,26,13,4
836,135,116,-6,11,0,101,1,20,11,54,12,0,12,5
1151,114,137,-1,29,0,34,1,20,5,55,5,56,6,24
1177,120,130,-3,26,0,34,1,20,6,27,6,30,6,53
1309,151,138,6,14,0,14,1,20,14,24,14,18,14,38
1409,311,297,-1,18,0,29,1,20,18,3,18,4,18,21
1567,153,129,87,14,1,14,1,20,9,26,7,59,9,40
1574,141,146,-4,28,0,43,1,20,10,51,10,55,11,19
1618,119,106,17,14,1,34,1,20,20,33,20,16,20,47
1662,137,133,-3,14,0,101,1,20,19,10,19,13,19,24
1691,141,144,-10,32,0,43,1,20,17,58,18,8,18,30
1718,85,75,-3,21,0,8,1,20,10,42,10,45,11,3
1828,118,98,-5,11,0,45,1,20,5,16,5,21,5,27
1947,83,70,-2,13,0,8,1,20,15,31,15,33,15,44
1991,131,124,-3,21,0,45,1,20,18,0,18,3,18,21
2091,124,156,-5,24,0,34,1,20,18,6,18,11,18,30
2328,317,306,-2,18,0,29,1,20,6,38,6,40,6,56
2344,119,117,-3,15,0,34,1,20,7,27,7,30,7,42
2619,153,153,-4,24,0,14,1,20,9,28,9,32,9,52
2737,303,314,-1,35,0,29,1,20,11,6,11,7,11,41
2828,117,114,4,15,0,34,1,20,11,52,11,48,12,7
242,153,140,28,8,1,14,1,21,18,54,18,26,19,2
401,129,127,5,17,0,45,1,21,15,28,15,23,15,45
426,82,64,110,14,1,8,1,21,12,49,10,59,13,3
440,260,279,-6,16,0,100,1,21,17,34,17,40,17,50
444,151,153,-3,12,0,14,1,21,16,21,16,24,16,33
476,257,0,-6,24,0,100,1,21,11,22,11,28,11,46
649,152,160,-2,16,0,14,1,21,19,51,19,53,20,7
681,77,70,-1,16,0,8,1,21,12,25,12,26,12,41
799,77,87,-8,19,0,8,1,21,8,45,8,53,9,4
841,137,181,0,46,0,101,1,21,6,58,6,58,7,44
1151,114,102,-3,16,0,34,1,21,5,53,5,56,6,9
1177,120,111,-7,20,0,34,1,21,6,38,6,45,6,58
1309,151,155,-6,16,0,14,1,21,14,12,14,18,14,28
1409,311,319,-3,22,0,29,1,21,18,1,18,4,18,23
1567,153,163,-3,26,0,14,1,21,7,56,7,59,8,22
1574,139,141,79,22,1,43,1,21,8,40,7,21,9,2
1618,119,97,0,13,0,34,1,21,20,16,20,16,20,29
1662,137,149,65,22,1,101,1,21,20,18,19,13,20,40
1691,141,157,-9,25,0,43,1,21,17,59,18,8,18,24
1718,74,69,-6,18,0,8,1,21,6,58,7,4,7,16
1828,118,109,-5,13,0,45,1,21,5,16,5,21,5,29
1907,122,133,-4,16,0,45,1,21,7,23,7,27,7,39
1991,131,114,0,13,0,45,1,21,18,3,18,3,18,16
1994,76,65,-5,18,0,8,1,21,5,34,5,39,5,52
2091,124,102,-5,16,0,34,1,21,18,6,18,11,18,22
2328,317,302,11,18,0,29,1,21,6,51,6,40,7,9
2344,119,135,4,38,0,34,1,21,7,34,7,30,8,12
2562,141,144,14,21,0,43,1,21,11,9,10,55,11,30
2619,153,154,-1,14,0,14,1,21,9,31,9,32,9,45
2717,122,125,-4,12,0,34,1,21,9,14,9,18,9,26
2719,114,120,-2,37,0,12,1,21,6,3,6,5,6,40
2737,303,307,155,15,1,29,1,21,13,42,11,7,13,57
2770,151,157,-3,28,0,14,1,21,6,1,6,4,6,29
2778,149,147,-5,19,0,14,1,21,12,41,12,46,13,0
2828,117,106,-1,17,0,34,1,21,11,47,11,48,12,4
242,153,148,-7,17,0,14,1,22,18,19,18,26,18,36
401,129,110,-4,12,0,45,1,22,15,19,15,23,15,31
426,82,63,-8,15,0,8,1,22,10,51,10,59,11,6
444,151,149,-4,23,0,14,1,22,16,20,16,24,16,43
476,257,253,-2,15,0,100,1,22,11,26,11,28,11,41
649,152,144,-3,15,0,14,1,22,19,50,19,53,20,5
681,77,66,-4,16,0,8,1,22,12,22,12,26,12,38
799,77,75,-12,16,0,8,1,22,8,41,8,53,8,57
841,137,122,0,17,0,101,1,22,6,58,6,58,7,15
1151,114,107,-4,13,0,34,1,22,5,52,5,56,6,5
1177,120,154,-4,45,0,34,1,22,6,41,6,45,7,26
1309,151,152,-7,9,0,14,1,22,14,11,14,18,14,20
1409,311,280,-1,11,0,29,1,22,18,3,18,4,18,14
1567,153,150,-3,15,0,14,1,22,7,56,7,59,8,11
1574,139,131,21,14,1,43,1,22,7,42,7,21,7,56
1618,119,106,-9,18,0,34,1,22,20,7,20,16,20,25
1662,137,126,28,20,1,101,1,22,19,41,19,13,20,1
1691,141,127,219,23,1,43,1,22,21,47,18,8,22,10
1718,74,64,-8,15,0,8,1,22,6,56,7,4,7,11
1828,118,110,-4,11,0,45,1,22,5,17,5,21,5,28
1907,122,117,-5,14,0,45,1,22,7,22,7,27,7,36
1991,131,118,-9,22,0,45,1,22,17,54,18,3,18,16
1994,76,81,-6,30,0,8,1,22,5,33,5,39,6,3
2091,124,109,39,11,1,34,1,22,18,50,18,11,19,1
2344,119,108,-5,13,0,34,1,22,7,25,7,30,7,38
2562,141,146,258,22,1,43,1,22,15,13,10,55,15,35
2619,153,145,-2,13,0,14,1,22,9,30,9,32,9,43
2717,122,103,-6,9,0,34,1,22,9,12,9,18,9,21
2719,114,103,-6,12,0,12,1,22,5,59,6,5,6,11
2737,303,301,0,9,0,29,1,22,11,7,11,7,11,16
2770,151,152,-4,15,0,14,1,22,6,0,6,4,6,15
242,153,148,-1,19,0,14,1,23,18,25,18,26,18,44
401,129,116,9,21,0,45,1,23,15,32,15,23,15,53
426,82,89,3,24,0,8,1,23,11,2,10,59,11,26
440,260,264,-10,11,0,100,1,23,17,30,17,40,17,41
444,151,166,12,25,0,14,1,23,16,36,16,24,17,1
476,257,246,-5,15,0,100,1,23,11,23,11,28,11,38
649,152,146,-4,17,0,14,1,23,19,49,19,53,20,6
681,77,83,17,22,1,8,1,23,12,43,12,26,13,5
799,77,79,-8,16,0,8,1,23,8,45,8,53,9,1
841,137,123,-6,14,0,101,1,23,6,52,6,58,7,6
1151,114,106,-7,11,0,34,1,23,5,49,5,56,6,0
1177,120,108,-5,14,0,34,1,23,6,40,6,45,6,54
1309,151,152,-3,17,0,14,1,23,14,15,14,18,14,32
1409,311,297,3,14,0,29,1,23,18,7,18,4,18,21
1567,153,159,-1,21,0,14,1,23,7,58,7,59,8,19
1574,139,115,-5,13,0,43,1,23,7,16,7,21,7,29
1618,119,107,-8,14,0,34,1,23,20,8,20,16,20,22
1662,137,132,15,27,1,101,1,23,19,28,19,13,19,55
1691,141,123,-4,31,0,43,1,23,18,4,18,8,18,35
1718,74,69,-7,16,0,8,1,23,6,57,7,4,7,13
1828,118,131,-3,15,0,45,1,23,5,18,5,21,5,33
1907,122,129,-8,17,0,45,1,23,7,19,7,27,7,36
1991,131,116,12,16,0,45,1,23,18,15,18,3,18,31
1994,76,75,-5,18,0,8,1,23,5,34,5,39,5,52
2091,124,138,4,21,0,34,1,23,18,15,18,11,18,36
2344,119,111,-7,12,0,34,1,23,7,23,7,30,7,35
2562,141,150,36,11,1,43,1,23,11,31,10,55,11,42
2619,153,146,-9,12,0,14,1,23,9,23,9,32,9,35
2719,114,97,-7,17,0,12,1,23,5,58,6,5,6,15
2737,303,278,13,15,0,29,1,23,11,20,11,7,11,35
2770,151,150,-3,11,0,14,1,23,6,1,6,4,6,12
2828,117,116,-1,18,0,34,1,23,11,47,11,48,12,5
242,153,154,-2,21,0,14,1,24,18,24,18,26,18,45
401,129,156,10,37,0,45,1,24,15,33,15,23,16,10
426,82,93,12,34,0,8,1,24,11,11,10,59,11,45
440,260,261,-1,19,0,100,1,24,17,39,17,40,17,58
444,151,157,-3,22,0,14,1,24,16,21,16,24,16,43
476,257,290,-3,37,0,100,1,24,11,25,11,28,12,2
649,152,152,-4,22,0,14,1,24,19,49,19,53,20,11
681,77,71,-4,15,0,8,1,24,12,22,12,26,12,37
799,77,91,-8,31,0,8,1,24,8,45,8,53,9,16
841,137,126,-1,16,0,101,1,24,6,57,6,58,7,13
1151,114,121,-3,16,0,34,1,24,5,53,5,56,6,9
1177,120,129,-6,19,0,34,1,24,6,39,6,45,6,58
1309,151,167,0,21,0,14,1,24,14,18,14,18,14,39
1409,311,309,-1,19,0,29,1,24,18,3,18,4,18,22
1567,153,158,-5,14,0,14,1,24,7,54,7,59,8,8
1574,139,110,-6,15,0,43,1,24,7,15,7,21,7,30
1618,119,124,129,22,1,34,1,24,22,25,20,16,22,47
1662,137,122,131,20,1,101,1,24,21,24,19,13,21,44
1691,141,123,78,15,1,43,1,24,19,26,18,8,19,41
1718,74,85,-7,20,0,8,1,24,6,57,7,4,7,17
1828,118,120,-9,20,0,45,1,24,5,12,5,21,5,32
1907,122,115,-7,17,0,45,1,24,7,20,7,27,7,37
1991,131,135,22,36,1,45,1,24,18,25,18,3,19,1
1994,76,66,-4,10,0,8,1,24,5,35,5,39,5,45
2091,124,136,51,18,1,34,1,24,19,2,18,11,19,20
2328,317,309,-3,24,0,29,1,24,6,37,6,40,7,1
2344,119,128,-8,24,0,34,1,24,7,22,7,30,7,46
2562,141,154,2,24,0,43,1,24,10,57,10,55,11,21
2619,153,159,68,31,1,14,1,24,10,40,9,32,11,11
2717,122,133,-12,25,0,34,1,24,9,6,9,18,9,31
2719,114,103,-1,17,0,12,1,24,6,4,6,5,6,21
2737,303,326,-1,38,0,29,1,24,11,6,11,7,11,44
2770,151,155,-2,16,0,14,1,24,6,2,6,4,6,18
2778,149,157,-7,15,0,14,1,24,12,39,12,46,12,54
2828,117,141,12,20,0,34,1,24,12,0,11,48,12,20
242,153,168,10,33,0,14,1,25,18,36,18,26,19,9
401,129,107,-4,14,0,45,1,25,15,19,15,23,15,33
426,82,86,-8,31,0,8,1,25,10,51,10,59,11,22
440,260,246,-4,11,0,100,1,25,17,36,17,40,17,47
444,151,160,-6,21,0,14,1,25,16,18,16,24,16,39
476,257,257,-5,23,0,100,1,25,11,23,11,28,11,46
649,152,151,-4,16,0,14,1,25,19,49,19,53,20,5
681,77,66,-3,19,0,8,1,25,12,23,12,26,12,42
799,77,69,-6,19,0,8,1,25,8,47,8,53,9,6
841,137,163,0,22,0,101,1,25,6,58,6,58,7,20
1151,114,122,-8,22,0,34,1,25,5,48,5,56,6,10
1177,120,147,119,26,1,34,1,25,8,44,6,45,9,10
1309,151,160,-2,19,0,14,1,25,14,16,14,18,14,35
1409,311,296,-6,18,0,29,1,25,17,58,18,4,18,16
1567,153,166,-2,22,0,14,1,25,7,57,7,59,8,19
1574,139,143,-2,17,0,43,1,25,7,19,7,21,7,36
1618,119,120,79,23,1,34,1,25,21,35,20,16,21,58
1662,137,132,-10,34,0,101,1,25,19,3,19,13,19,37
1691,141,147,-2,32,0,43,1,25,18,6,18,8,18,38
1718,74,102,-7,32,0,8,1,25,6,57,7,4,7,29
1828,118,107,-3,13,0,45,1,25,5,18,5,21,5,31
1907,122,150,0,46,0,45,1,25,7,27,7,27,8,13
1991,131,110,51,15,1,45,1,25,18,54,18,3,19,9
1994,76,62,-5,16,0,8,1,25,5,34,5,39,5,50
2091,124,140,-3,20,0,34,1,25,18,8,18,11,18,28
2328,317,313,-6,16,0,29,1,25,6,34,6,40,6,50
2344,119,133,-3,23,0,34,1,25,7,27,7,30,7,50
2562,141,116,-6,14,0,43,1,25,10,49,10,55,11,3
2619,153,166,-7,19,0,14,1,25,9,25,9,32,9,44
2717,122,133,-7,35,0,34,1,25,9,11,9,18,9,46
2719,114,111,-5,21,0,12,1,25,6,0,6,5,6,21
2737,303,302,-3,22,0,29,1,25,11,4,11,7,11,26
2770,151,155,-5,16,0,14,1,25,5,59,6,4,6,15
2778,149,160,3,17,0,14,1,25,12,49,12,46,13,6
2828,117,142,13,46,0,34,1,25,12,1,11,48,12,47
242,153,144,-7,13,0,14,1,26,18,19,18,26,18,32
444,151,156,-8,15,0,14,1,26,16,16,16,24,16,31
476,257,236,-6,14,0,100,1,26,11,22,11,28,11,36
610,119,107,15,16,1,34,1,26,20,31,20,16,20,47
681,77,62,-9,13,0,8,1,26,12,17,12,26,12,30
799,77,72,-9,13,0,8,1,26,8,50,8,59,9,3
833,138,109,-2,12,0,101,1,26,8,48,8,50,9,0
1151,114,124,-2,19,0,34,1,26,5,54,5,56,6,13
1177,120,110,-1,15,0,34,1,26,6,44,6,45,6,59
1309,151,154,-8,15,0,14,1,26,14,10,14,18,14,25
1409,311,281,-4,17,0,29,1,26,18,0,18,4,18,17
1567,153,147,-2,15,0,14,1,26,7,57,7,59,8,12
1574,139,123,39,14,1,43,1,26,8,0,7,21,8,14
1662,138,118,-5,14,0,101,1,26,15,27,15,32,15,41
1691,141,142,51,27,1,43,1,26,18,59,18,8,19,26
1718,74,105,-6,52,0,8,1,26,6,58,7,4,7,50
1787,131,102,-20,14,0,45,1,26,17,43,18,3,17,57
1828,118,113,-6,20,0,45,1,26,5,15,5,21,5,35
1907,122,114,-4,17,0,45,1,26,7,23,7,27,7,40
1980,124,110,-8,16,0,45,1,26,9,37,9,45,9,53
2091,124,131,-9,25,0,34,1,26,18,2,18,11,18,27
2196,79,79,-4,26,0,8,1,26,18,7,18,11,18,33
2344,119,110,-4,17,0,34,1,26,7,26,7,30,7,43
2619,153,148,-2,12,0,14,1,26,9,30,9,32,9,42
2630,112,97,-5,22,0,12,1,26,5,52,5,57,6,14
2737,303,280,5,14,0,29,1,26,11,12,11,7,11,26
2770,151,155,-6,23,0,14,1,26,5,58,6,4,6,21
242,153,138,19,16,1,14,1,27,18,45,18,26,19,1
440,260,241,-5,13,0,100,1,27,17,35,17,40,17,48
444,151,158,-3,20,0,14,1,27,16,21,16,24,16,41
476,257,242,-5,12,0,100,1,27,11,23,11,28,11,35
649,152,140,-3,18,0,14,1,27,19,50,19,53,20,8
681,77,74,-5,17,0,8,1,27,12,21,12,26,12,38
836,135,108,-7,11,0,101,1,27,11,53,12,0,12,4
1151,114,125,-9,16,0,34,1,27,5,47,5,56,6,3
1177,120,126,-4,16,0,34,1,27,6,26,6,30,6,42
1309,151,146,0,17,0,14,1,27,14,18,14,18,14,35
1409,311,290,11,19,0,29,1,27,18,15,18,4,18,34
1567,153,164,6,23,0,14,1,27,8,5,7,59,8,28
1574,139,118,-4,20,0,43,1,27,7,17,7,21,7,37
1618,119,152,156,47,1,34,1,27,22,52,20,16,23,39
1662,137,137,-2,17,0,101,1,27,19,11,19,13,19,28
1691,141,150,0,20,0,43,1,27,18,8,18,8,18,28
1718,74,64,-4,12,0,8,1,27,7,0,7,4,7,12
1828,118,99,-2,12,0,45,1,27,5,23,5,25,5,35
1947,83,80,-8,15,0,8,1,27,15,25,15,33,15,40
1991,131,132,-3,20,0,45,1,27,18,0,18,3,18,20
2091,124,198,0,18,0,34,1,27,18,11,18,11,18,29
2328,317,289,-4,16,0,29,1,27,6,36,6,40,6,52
2344,119,136,-10,21,0,34,1,27,7,20,7,30,7,41
2562,141,127,-3,20,0,43,1,27,10,52,10,55,11,12
2619,153,144,-6,19,0,14,1,27,9,26,9,32,9,45
2737,303,295,-6,16,0,29,1,27,11,1,11,7,11,17
2778,149,138,-3,15,0,14,1,27,12,43,12,46,12,58
2828,117,128,-5,13,0,34,1,27,11,43,11,48,11,56
242,153,157,-5,25,0,14,1,28,18,21,18,26,18,46
401,129,126,-5,28,0,45,1,28,15,18,15,23,15,46
426,82,78,-6,17,0,8,1,28,10,53,10,59,11,10
440,260,246,-10,12,0,100,1,28,17,30,17,40,17,42
444,151,135,-9,15,0,14,1,28,16,15,16,24,16,30
476,257,255,-7,16,0,100,1,28,11,21,11,28,11,37
649,152,139,4,13,0,14,1,28,19,57,19,53,20,10
681,77,62,106,10,1,8,1,28,14,12,12,26,14,22
799,77,87,-5,26,0,8,1,28,8,48,8,53,9,14
841,137,115,-3,16,0,101,1,28,6,55,6,58,7,11
1151,114,107,-2,15,0,34,1,28,5,54,5,56,6,9
1177,120,121,-7,18,0,34,1,28,6,38,6,45,6,56
1309,151,143,-15,17,0,14,1,28,14,3,14,18,14,20
1409,311,298,-4,15,0,29,1,28,18,0,18,4,18,15
1567,153,139,-3,14,0,14,1,28,7,56,7,59,8,10
